"Start Time","End Time","Text","Layer ID"
"01:10:41:03","01:10:41:12","doit de","1"
"01:10:41:12","01:10:41:16","faire","1"
"01:10:41:16","01:10:42:01","le premier","1"
"01:10:42:01","01:10:42:18","pas,","1"
"01:10:42:18","01:10:43:04","même si","1"
"01:10:43:04","01:10:43:09","on n'est","1"
"01:10:43:09","01:10:44:13","pas prêt","1"
"01:10:45:01","01:10:46:06","et confiance.","1"
"01:10:54:13","01:10:55:14","D'accord,","1"
"01:10:55:14","01:10:56:02","on suivra","1"
"01:10:56:02","01:10:57:03","votre plan.","1"
"01:10:57:03","01:10:58:07","Quoi ?","1"
"01:10:58:07","01:10:58:12","Mon","1"
"01:10:58:12","01:10:58:21","plan ?","1"
"01:10:58:21","01:10:59:10","Tu vas suivre","1"
"01:10:59:10","01:10:59:17","mon","1"
"01:10:59:17","01:11:00:02","plan.","1"
"01:11:00:02","01:11:01:13","Il hoche","1"
"01:11:01:15","01:11:02:09","la tête","1"
"01:11:02:09","01:11:02:13","et","1"
"01:11:02:13","01:11:03:00","tu ne vas pas","1"
"01:11:03:00","01:11:04:01","le regretter.","1"
"01:11:04:01","01:11:04:13","Mais il","1"
"01:11:04:13","01:11:04:18","nous faut","1"
"01:11:04:18","01:11:05:01","un très","1"
"01:11:05:01","01:11:05:05","très","1"
"01:11:05:05","01:11:05:08","beau","1"
"01:11:05:08","01:11:06:00","cadeau.","1"
"01:11:06:00","01:11:06:19","Elle aime","1"
"01:11:06:19","01:11:07:10","déjà","1"
"01:11:07:10","01:11:08:04","les couteaux,","1"
"01:11:08:04","01:11:08:06","des","1"
"01:11:08:06","01:11:08:12","couteaux","1"
"01:11:08:12","01:11:08:17","avec des","1"
"01:11:08:17","01:11:09:03","chats,","1"
"01:11:09:03","01:11:09:06","des","1"
"01:11:09:06","01:11:09:13","chats","1"
"01:11:09:13","01:11:09:18","avec des","1"
"01:11:09:18","01:11:10:02","couteaux.","1"
"01:11:10:02","01:11:10:04","Ça,","1"
"01:11:10:04","01:11:10:07","c'est","1"
"01:11:10:07","01:11:10:17","bien.","1"
"01:11:10:17","01:11:11:01","J'ai une","1"
"01:11:11:01","01:11:11:07","idée,","1"
"01:11:12:19","01:11:13:04","je sais","1"
"01:11:13:04","01:11:13:08","ce que","1"
"01:11:13:08","01:11:13:13","je peux","1"
"01:11:13:13","01:11:13:16","lui","1"
"01:11:13:16","01:11:14:21","offrir.","1"
"01:11:19:04","01:11:19:16","Et c'est","1"
"01:11:19:16","01:11:20:07","ainsi","1"
"01:11:20:07","01:11:20:12","que","1"
"01:11:20:12","01:11:20:20","la terre","1"
"01:11:20:20","01:11:21:06","de Cros","1"
"01:11:21:06","01:11:21:09","du","1"
"01:11:21:09","01:11:21:23","Dragon","1"
"01:11:21:23","01:11:22:03","a","1"
"01:11:22:03","01:11:22:16","continué","1"
"01:11:22:16","01:11:22:19","de","1"
"01:11:22:19","01:11:23:07","prospérer","1"
"01:11:23:07","01:11:23:17","en dépit","1"
"01:11:23:17","01:11:24:01","des","1"
"01:11:24:01","01:11:24:22","impitoyables","1"
"01:11:24:22","01:11:25:10","monstres","1"
"01:11:25:10","01:11:25:14","qui","1"
"01:11:25:14","01:11:25:20","voulaient","1"
"01:11:25:20","01:11:27:01","nous détruire","1"
"01:11:27:06","01:11:27:17","parce que","1"
"01:11:27:17","01:11:27:19","nous","1"
"01:11:27:19","01:11:28:06","sommes","1"
"01:11:28:06","01:11:29:06","brillants,","1"
"01:11:29:06","01:11:29:14","pleins","1"
"01:11:29:14","01:11:30:19","de ressources","1"
"01:11:30:22","01:11:31:04","et nous","1"
"01:11:31:04","01:11:31:13","prenons","1"
"01:11:31:13","01:11:31:21","soin","1"
"01:11:31:21","01:11:32:12","les uns des autres.","1"
"01:11:32:12","01:11:33:07","Mais","1"
"01:11:33:07","01:11:33:17","j'aimerais","1"
"01:11:33:17","01:11:33:21","vous.","1"
"01:11:33:21","01:11:34:02","Parler","1"
"01:11:34:02","01:11:34:03","à","1"
"01:11:34:03","01:11:34:12","Princesse","1"
"01:11:34:12","01:11:34:15","de","1"
"01:11:34:15","01:11:35:19","Marie.","1"
"01:11:36:17","01:11:37:07","Pas","1"
"01:11:37:07","01:11:37:18","parfait,","1"
"01:11:37:18","01:11:37:21","mais","1"
"01:11:37:21","01:11:38:09","j'attends.","1"
"01:11:38:09","01:11:38:18","Vous pouvez","1"
"01:11:38:18","01:11:38:23","aller","1"
"01:11:38:23","01:11:39:19","jouer.","1"
"01:11:39:19","01:11:40:04","Je dois","1"
"01:11:40:04","01:11:40:18","m'entretenir","1"
"01:11:40:18","01:11:40:22","avec","1"
"01:11:40:22","01:11:41:19","la princesse","1"
"01:11:41:19","01:11:42:16","mère.","1"
"01:11:42:16","01:11:43:07","Vous ne devinerez","1"
"01:11:43:07","01:11:43:15","jamais","1"
"01:11:43:15","01:11:43:22","qui j'ai","1"
"01:11:43:22","01:11:44:08","rencontré,","1"
"01:11:44:08","01:11:44:23","rencontré","1"
"01:11:44:23","01:11:45:01","un","1"
"01:11:45:01","01:11:46:06","dragon.","1"
"01:11:47:10","01:11:48:12","Le général","1"
"01:11:48:12","01:11:48:15","m'a","1"
"01:11:48:15","01:11:49:03","informé","1"
"01:11:49:03","01:11:49:06","que","1"
"01:11:49:06","01:11:49:17","je revenais","1"
"01:11:49:17","01:11:49:19","à","1"
"01:11:49:19","01:11:50:08","la maison,","1"
"01:11:50:08","01:11:50:18","mais","1"
"01:11:50:18","01:11:50:23","sans","1"
"01:11:50:23","01:11:51:17","les pierres.","1"
"01:11:51:17","01:11:52:01","C'était","1"
"01:11:52:01","01:11:52:08","six","1"
"01:11:52:08","01:11:53:05","ou elle","1"
"01:11:53:05","01:11:53:09","peut","1"
"01:11:53:09","01:11:53:18","réparer","1"
"01:11:53:18","01:11:53:23","ce que","1"
"01:11:53:23","01:11:54:10","nous avons","1"
"01:11:54:10","01:11:55:02","détruit.","1"
"01:11:55:02","01:11:55:06","Elle","1"
"01:11:55:06","01:11:55:09","peut","1"
"01:11:55:09","01:11:55:16","ramener","1"
"01:11:55:16","01:11:55:21","tout","1"
"01:11:55:21","01:11:56:04","le monde","1"
"01:11:56:04","01:11:56:22","à la vie.","1"
"01:11:56:22","01:11:57:02","C'est","1"
"01:11:57:02","01:11:57:10","ce qui","1"
"01:11:57:10","01:11:57:21","m'effraie","1"
"01:11:57:21","01:11:59:02","précisément.","1"
"01:11:59:02","01:11:59:07","Si","1"
"01:11:59:07","01:11:59:22","tout le monde","1"
"01:11:59:22","01:12:00:07","revenait","1"
"01:12:00:07","01:12:01:00","à la vie,","1"
"01:12:01:00","01:12:01:08","alors","1"
"01:12:01:08","01:12:01:16","ce serait","1"
"01:12:01:16","01:12:02:01","le temps","1"
"01:12:02:01","01:12:02:03","de","1"
"01:12:02:03","01:12:03:03","la vengeance.","1"
"01:12:03:03","01:12:04:07","Tu as oublié","1"
"01:12:04:07","01:12:04:12","pour","1"
"01:12:04:12","01:12:05:00","les autres","1"
"01:12:05:00","01:12:05:12","peuples,","1"
"01:12:05:12","01:12:05:22","nous sommes","1"
"01:12:05:22","01:12:06:15","les coupables.","1"
"01:12:06:15","01:12:06:21","Mais","1"
"01:12:06:21","01:12:07:10","nous n'avons","1"
"01:12:07:10","01:12:07:17","jamais","1"
"01:12:07:17","01:12:07:23","voulu","1"
"01:12:07:23","01:12:08:04","faire","1"
"01:12:08:04","01:12:08:11","de mal","1"
"01:12:08:11","01:12:08:13","à","1"
"01:12:08:13","01:12:08:18","qui que","1"
"01:12:08:18","01:12:09:08","ce soit.","1"
"01:12:09:08","01:12:09:14","C'est","1"
"01:12:09:14","01:12:10:02","exact.","1"
"01:12:10:02","01:12:10:22","Mais","1"
"01:12:10:22","01:12:11:19","si nous avions","1"
"01:12:11:19","01:12:11:21","le","1"
"01:12:11:21","01:12:12:22","dragon","1"
"01:12:12:22","01:12:13:02","et","1"
"01:12:13:02","01:12:13:10","tous les","1"
"01:12:13:10","01:12:13:20","fragments","1"
"01:12:13:20","01:12:14:17","de pierres,","1"
"01:12:14:17","01:12:15:07","nous serions","1"
"01:12:15:07","01:12:15:19","sûrement","1"
"01:12:15:19","01:12:16:19","pardonnés.","1"
"01:12:16:19","01:12:17:08","Nous pourrions","1"
"01:12:17:08","01:12:17:15","sauver","1"
"01:12:17:15","01:12:18:15","le monde","1"
"01:12:18:15","01:12:19:02","et avant","1"
"01:12:19:02","01:12:19:18","tout","1"
"01:12:19:18","01:12:20:13","notre peuple","1"
"01:12:20:13","01:12:20:20","pour y","1"
"01:12:20:20","01:12:21:04","vivre","1"
"01:12:21:04","01:12:21:20","en sécurité.","1"
"01:12:21:20","01:12:22:01","Mais","1"
"01:12:22:01","01:12:22:11","une chose","1"
"01:12:22:11","01:12:22:13","est","1"
"01:12:22:13","01:12:23:01","certaine,","1"
"01:12:23:01","01:12:23:08","RIA","1"
"01:12:23:08","01:12:23:20","ne nous donnera","1"
"01:12:23:20","01:12:24:02","jamais","1"
"01:12:24:02","01:12:25:07","ses sous.","1"
"01:12:25:11","01:12:25:20","Nous n'allons","1"
"01:12:25:20","01:12:26:03","pas lui","1"
"01:12:26:03","01:12:26:09","laisser","1"
"01:12:26:09","01:12:26:11","le","1"
"01:12:26:11","01:12:26:18","choix.","1"
"01:12:28:06","01:12:28:16","Que nous","1"
"01:12:28:16","01:12:29:04","suggérez","1"
"01:12:29:04","01:12:30:09","vous ?","1"
"01:12:30:11","01:12:30:15","Tout","1"
"01:12:30:15","01:12:30:21","cela","1"
"01:12:30:21","01:12:31:15","ne te concerne","1"
"01:12:31:15","01:12:31:21","plus.","1"
"01:12:31:21","01:12:32:22","Malenfant","1"
"01:12:32:22","01:12:33:08","Tu en es","1"
"01:12:33:08","01:12:33:14","assez","1"
"01:12:33:14","01:12:33:20","fait","1"
"01:12:33:20","01:12:35:01","fait.","1"
"01:12:45:15","01:12:45:20","Si","1"
"01:12:45:20","01:12:46:13","elle refuse","1"
"01:12:46:13","01:12:46:17","de","1"
"01:12:46:17","01:12:47:10","coopérer,","1"
"01:12:47:10","01:12:47:18","on aura","1"
"01:12:47:18","01:12:47:21","mis","1"
"01:12:47:21","01:12:48:02","notre","1"
"01:12:48:02","01:12:48:15","avantage","1"
"01:12:48:15","01:12:49:03","tactique","1"
"01:12:49:03","01:12:49:04","et","1"
"01:12:49:04","01:12:50:05","notre chance","1"
"01:12:50:05","01:12:50:06","à","1"
"01:12:50:06","01:12:50:18","la poubelle.","1"
"01:12:50:18","01:12:51:16","Je sais.","1"
"01:12:51:16","01:12:52:01","Je ne vois","1"
"01:12:52:01","01:12:52:10","vraiment pas","1"
"01:12:52:10","01:12:52:18","pourquoi","1"
"01:12:52:18","01:12:53:10","l'accepterait.","1"
"01:12:53:10","01:12:53:18","Oui,","1"
"01:12:53:18","01:12:54:03","je sais,","1"
"01:12:54:03","01:12:54:07","ces.","1"
"01:12:54:07","01:12:54:12","Fruits","1"
"01:12:54:12","01:12:54:19","secs","1"
"01:12:54:19","01:12:55:07","sont.","1"
"01:12:55:07","01:12:55:21","Mangeables.","1"
"01:12:55:21","01:12:56:08","Oui, je","1"
"01:12:56:08","01:12:56:16","sais.","1"
"01:12:56:16","01:12:57:01","Tu crois","1"
"01:12:57:01","01:12:57:09","que ces","1"
"01:12:57:09","01:12:57:19","quatre","1"
"01:12:57:19","01:12:58:05","ninjas","1"
"01:12:58:05","01:12:58:16","miniatures","1"
"01:12:58:16","01:12:58:21","pourront","1"
"01:12:58:21","01:12:59:11","accomplir","1"
"01:12:59:11","01:12:59:15","leur","1"
"01:12:59:15","01:13:00:06","mission ?","1"
"01:13:00:06","01:13:01:09","Oui.","1"
"01:13:01:09","01:13:01:17","Non,","1"
"01:13:01:17","01:13:02:22","je ne sais pas","1"
"01:13:14:06","01:13:15:05","eux.","1"
"01:13:15:05","01:13:16:09","Mais","1"
"01:13:18:01","01:13:19:06","tout la.","1"
"01:13:49:05","01:13:50:09","A.","1"
"01:14:16:16","01:14:17:00","Tu as","1"
"01:14:17:00","01:14:17:10","mis trop","1"
"01:14:17:10","01:14:18:08","d'épices ?","1"
"01:14:18:08","01:14:18:18","Non,","1"
"01:14:18:18","01:14:19:00","il y a","1"
"01:14:19:00","01:14:19:05","un peu","1"
"01:14:19:05","01:14:19:11","trop de","1"
"01:14:19:11","01:14:19:20","bambous.","1"
"01:14:19:20","01:14:20:02","Qu'est","1"
"01:14:20:02","01:14:20:07","ce que","1"
"01:14:20:07","01:14:20:11","tu","1"
"01:14:20:11","01:14:20:19","connais,","1"
"01:14:20:19","01:14:20:23","toi,","1"
"01:14:20:23","01:14:21:03","avec","1"
"01:14:21:03","01:14:21:18","tes papilles","1"
"01:14:21:18","01:14:21:22","de","1"
"01:14:21:22","01:14:22:11","bébé ?","1"
"01:14:22:11","01:14:22:14","C'est","1"
"01:14:22:14","01:14:22:21","toi qui,","1"
"01:14:22:21","01:14:23:05","habillé","1"
"01:14:23:05","01:14:23:11","comme","1"
"01:14:23:11","01:14:23:19","un gros.","1"
"01:14:23:19","01:14:24:03","Bébé,","1"
"01:14:24:03","01:14:24:09","donne","1"
"01:14:24:09","01:14:24:17","moi la","1"
"01:14:24:17","01:14:25:06","spatule.","1"
"01:14:25:06","01:14:25:16","T'es Pas","1"
"01:14:25:16","01:14:25:20","beau.","1"
"01:14:25:20","01:14:26:15","Une grosse","1"
"01:14:26:15","01:14:27:00","baleine.","1"
"01:14:27:00","01:14:27:11","l'Escale","1"
"01:14:27:11","01:14:28:03","professionnelle","1"
"01:14:28:03","01:14:28:05","te","1"
"01:14:28:05","01:14:29:10","permet.","1"
"01:14:33:18","01:14:34:18","Wow !","1"
"01:14:34:18","01:14:35:14","Délicieux !","1"
"01:14:35:14","01:14:35:19","C'est","1"
"01:14:35:19","01:14:36:11","une astuce","1"
"01:14:36:11","01:14:36:17","que je","1"
"01:14:36:17","01:14:36:23","tiens de","1"
"01:14:36:23","01:14:37:02","mon","1"
"01:14:37:02","01:14:37:19","père.","1"
"01:14:37:19","01:14:38:21","A été","1"
"01:14:38:21","01:14:39:16","délicieux.","1"
"01:14:39:16","01:14:39:21","Fruits","1"
"01:14:39:21","01:14:40:12","séchés","1"
"01:14:40:12","01:14:40:17","lui","1"
"01:14:40:17","01:14:41:22","aussi.","1"
"01:14:41:22","01:14:42:12","Non, ça","1"
"01:14:42:12","01:14:42:16","c'est","1"
"01:14:42:16","01:14:43:00","moi.","1"
"01:14:43:00","01:14:43:05","Moi","1"
"01:14:43:05","01:14:43:14","seul.","1"
"01:14:46:09","01:14:46:17","J'aimerais","1"
"01:14:46:17","01:14:46:22","tant","1"
"01:14:46:22","01:14:47:15","partager","1"
"01:14:47:15","01:14:47:23","un repas","1"
"01:14:47:23","01:14:48:05","avec","1"
"01:14:48:05","01:14:49:00","lui.","1"
"01:14:49:00","01:14:50:05","Je te comprends.","1"
"01:14:50:15","01:14:51:01","Je viens.","1"
"01:14:51:01","01:14:51:07","C'est","1"
"01:14:51:07","01:14:51:17","vraiment","1"
"01:14:51:17","01:14:52:03","hyper","1"
"01:14:52:03","01:14:52:21","énervant.","1"
"01:14:52:21","01:14:53:00","Qui","1"
"01:14:53:00","01:14:53:08","passer","1"
"01:14:53:08","01:14:53:18","son temps","1"
"01:14:53:18","01:14:54:22","à décoiffer ?","1"
"01:14:55:18","01:14:56:05","Je ne sais pas","1"
"01:14:56:05","01:14:56:10","ce que","1"
"01:14:56:10","01:14:56:12","je","1"
"01:14:56:12","01:14:56:21","donnerais","1"
"01:14:56:21","01:14:57:01","pour","1"
"01:14:57:01","01:14:57:13","le revoir.","1"
"01:14:57:13","01:14:57:17","Si","1"
"01:14:57:17","01:14:58:12","nous obtenons","1"
"01:14:58:12","01:14:58:18","cette","1"
"01:14:58:18","01:14:59:15","victoire,","1"
"01:14:59:15","01:14:59:23","ce que","1"
"01:14:59:23","01:15:00:06","moi","1"
"01:15:00:06","01:15:00:19","je rêve","1"
"01:15:00:19","01:15:00:22","de","1"
"01:15:00:22","01:15:01:09","retrouver","1"
"01:15:01:09","01:15:01:16","encore","1"
"01:15:01:16","01:15:02:03","plus que","1"
"01:15:02:03","01:15:02:12","tout,","1"
"01:15:02:12","01:15:02:16","c'est","1"
"01:15:02:16","01:15:03:03","la belle","1"
"01:15:03:03","01:15:03:05","et","1"
"01:15:03:05","01:15:03:19","joyeuse","1"
"01:15:03:19","01:15:04:21","ambiance","1"
"01:15:04:21","01:15:05:08","de mon","1"
"01:15:05:08","01:15:05:17","beau","1"
"01:15:05:17","01:15:06:04","village","1"
"01:15:06:04","01:15:06:21","débordant","1"
"01:15:06:21","01:15:08:01","de vie.","1"
"01:15:09:03","01:15:10:07","Et toi,","1"
"01:15:10:07","01:15:10:17","tu pourras","1"
"01:15:10:17","01:15:11:03","enfin","1"
"01:15:11:03","01:15:11:14","retrouver","1"
"01:15:11:14","01:15:12:09","ta famille.","1"
"01:15:12:09","01:15:13:14","Hanoï ?","1"
"01:15:13:18","01:15:14:03","Quoi ?","1"
"01:15:14:03","01:15:14:13","Comme","1"
"01:15:14:13","01:15:14:16","vous","1"
"01:15:14:16","01:15:15:00","l'avez","1"
"01:15:15:00","01:15:15:10","appelé","1"
"01:15:15:10","01:15:16:10","Nouilles.","1"
"01:15:16:10","01:15:16:14","C'est","1"
"01:15:16:14","01:15:17:19","son prénom.","1"
"01:15:17:22","01:15:18:11","Bah oui,","1"
"01:15:18:11","01:15:18:17","c'est","1"
"01:15:18:17","01:15:19:02","écrit","1"
"01:15:19:02","01:15:19:09","sur","1"
"01:15:19:09","01:15:19:20","quoi ?","1"
"01:15:19:20","01:15:20:08","Aucun.","1"
"01:15:20:08","01:15:20:22","Vous n'avez","1"
"01:15:20:22","01:15:21:20","vérifié","1"
"01:15:21:20","01:15:22:06","et c'est","1"
"01:15:22:06","01:15:22:16","moi qui","1"
"01:15:22:16","01:15:22:22","passe","1"
"01:15:22:22","01:15:23:05","pour la","1"
"01:15:23:05","01:15:23:11","brute","1"
"01:15:23:11","01:15:23:16","mal","1"
"01:15:23:16","01:15:24:21","élevée.","1"
"01:15:28:08","01:15:28:16","Un feu","1"
"01:15:28:16","01:15:29:12","d'artifice.","1"
"01:15:29:12","01:15:29:18","Il faut","1"
"01:15:29:18","01:15:30:04","y aller,","1"
"01:15:30:04","01:15:30:09","c'est","1"
"01:15:30:09","01:15:31:13","le signal,","1"
"01:15:31:20","01:15:32:01","c'est","1"
"01:15:32:01","01:15:32:23","chaud.","1"
"01:15:32:23","01:15:33:04","Tant","1"
"01:15:33:04","01:15:33:10","qu'on","1"
"01:15:33:10","01:15:33:20","aura ni","1"
"01:15:33:20","01:15:34:07","la pierre","1"
"01:15:34:07","01:15:34:11","ni","1"
"01:15:34:11","01:15:34:20","la preuve","1"
"01:15:34:20","01:15:35:02","que","1"
"01:15:35:02","01:15:35:12","Marie","1"
"01:15:35:12","01:15:35:14","est","1"
"01:15:35:14","01:15:36:01","réellement","1"
"01:15:36:01","01:15:37:02","de notre côté,","1"
"01:15:37:02","01:15:37:16","promettez","1"
"01:15:37:16","01:15:38:00","moi de","1"
"01:15:38:00","01:15:38:09","rester","1"
"01:15:38:09","01:15:38:19","caché.","1"
"01:15:53:13","01:15:53:23","Je vois","1"
"01:15:53:23","01:15:54:05","que","1"
"01:15:54:05","01:15:54:11","tu as","1"
"01:15:54:11","01:15:54:21","reçu mon","1"
"01:15:54:21","01:15:56:02","cadeau.","1"
"01:15:56:18","01:15:57:12","Je ne pensais pas","1"
"01:15:57:12","01:15:57:17","que","1"
"01:15:57:17","01:15:58:00","tu l'avais","1"
"01:15:58:00","01:15:59:05","gardé.","1"
"01:15:59:17","01:16:00:21","Et comme","1"
"01:16:00:21","01:16:01:12","tu vois,","1"
"01:16:01:12","01:16:01:18","ai pris","1"
"01:16:01:18","01:16:01:23","grand","1"
"01:16:01:23","01:16:03:04","soin.","1"
"01:16:04:19","01:16:05:02","T'es pas","1"
"01:16:05:02","01:16:05:12","la seule","1"
"01:16:05:12","01:16:05:19","à être","1"
"01:16:05:19","01:16:06:03","une vraie","1"
"01:16:06:03","01:16:06:10","fan","1"
"01:16:06:10","01:16:07:15","des dragons.","1"
"01:16:28:18","01:16:29:23","La dernière pièce.","1"
"01:16:30:03","01:16:30:13","Nous allons","1"
"01:16:30:13","01:16:30:22","ramener","1"
"01:16:30:22","01:16:31:03","tout","1"
"01:16:31:03","01:16:31:09","le monde","1"
"01:16:31:09","01:16:31:10","à","1"
"01:16:31:10","01:16:32:15","la vie.","1"
"01:16:37:21","01:16:38:02","C'est","1"
"01:16:38:02","01:16:38:09","fou","1"
"01:16:38:09","01:16:38:11","et","1"
"01:16:38:11","01:16:38:16","toutes","1"
"01:16:38:16","01:16:39:03","les pierres","1"
"01:16:39:03","01:16:39:10","viennent","1"
"01:16:39:10","01:16:39:16","avec","1"
"01:16:39:16","01:16:40:20","moi.","1"
"01:16:40:20","01:16:42:00","Tu n'as","1"
"01:16:42:00","01:16:42:03","pas.","1"
"01:16:42:03","01:16:42:13","À faire","1"
"01:16:42:13","01:16:43:03","confiance","1"
"01:16:43:03","01:16:43:12","à","1"
"01:16:43:12","01:16:43:19","de gros","1"
"01:16:43:19","01:16:43:22","du","1"
"01:16:43:22","01:16:44:06","dragon.","1"
"01:16:44:06","01:16:44:12","C'était","1"
"01:16:44:12","01:16:44:16","de la","1"
"01:16:44:16","01:16:45:01","folie.","1"
"01:16:45:01","01:16:45:14","N'approche","1"
"01:16:45:14","01:16:46:17","pas.","1"
"01:16:46:17","01:16:46:21","Non,","1"
"01:16:46:21","01:16:47:21","Marie,","1"
"01:16:47:21","01:16:48:05","il y a","1"
"01:16:48:05","01:16:49:02","une alternative","1"
"01:16:49:02","01:16:49:08","à cette","1"
"01:16:49:08","01:16:50:01","violence ?","1"
"01:16:50:01","01:16:50:08","Non,","1"
"01:16:50:08","01:16:51:04","aucune.","1"
"01:16:51:04","01:16:51:12","Je n'ai","1"
"01:16:51:12","01:16:51:20","vraiment","1"
"01:16:51:20","01:16:52:02","pas le","1"
"01:16:52:02","01:16:53:07","choix.","1"
"01:16:53:11","01:16:54:16","Rien.","1"
"01:16:55:09","01:16:55:18","Laisse moi","1"
"01:16:55:18","01:16:56:00","gérer","1"
"01:16:56:00","01:16:57:04","ça.","1"
"01:17:05:04","01:17:05:14","Je sais","1"
"01:17:05:14","01:17:05:17","que","1"
"01:17:05:17","01:17:06:07","tu ne veux mal","1"
"01:17:06:07","01:17:06:08","à","1"
"01:17:06:08","01:17:07:07","personne.","1"
"01:17:07:07","01:17:07:12","Qu'est","1"
"01:17:07:12","01:17:07:17","ce que","1"
"01:17:07:17","01:17:07:20","vous","1"
"01:17:07:20","01:17:08:21","faites ?","1"
"01:17:08:21","01:17:09:08","Tu rêves","1"
"01:17:09:08","01:17:09:12","d'un","1"
"01:17:09:12","01:17:09:18","monde","1"
"01:17:09:18","01:17:10:23","meilleur","1"
"01:17:11:04","01:17:11:11","comme","1"
"01:17:11:11","01:17:11:14","nous","1"
"01:17:11:14","01:17:12:16","tous.","1"
"01:17:12:16","01:17:13:14","Euh.","1"
"01:17:13:14","01:17:14:19","Si ça,","1"
"01:17:16:03","01:17:16:09","j'ai","1"
"01:17:16:09","01:17:16:19","confiance","1"
"01:17:16:19","01:17:17:11","en toi.","1"
"01:17:17:11","01:17:18:15","Oui,","1"
"01:17:22:03","01:17:23:08","hein ?","1"
"01:17:33:06","01:17:34:17","Non, je","1"
"01:17:44:10","01:17:45:15","n'en.","1"
"01:18:01:23","01:18:02:19","Regardez,","1"
"01:18:02:19","01:18:02:23","qu'est","1"
"01:18:02:23","01:18:03:03","ce qui","1"
"01:18:03:03","01:18:03:06","se","1"
"01:18:03:06","01:18:04:05","passe ?","1"
"01:18:04:05","01:18:04:13","Je n'en","1"
"01:18:04:13","01:18:04:18","sais","1"
"01:18:04:18","01:18:05:23","rien.","1"
"01:18:06:10","01:18:06:21","On dirait","1"
"01:18:06:21","01:18:07:05","qu'avec","1"
"01:18:07:05","01:18:07:08","la","1"
"01:18:07:08","01:18:08:04","disparition","1"
"01:18:08:04","01:18:08:13","dernier","1"
"01:18:08:13","01:18:09:05","dragon,","1"
"01:18:09:05","01:18:09:10","l'eau","1"
"01:18:09:10","01:18:09:23","se retire","1"
"01:18:09:23","01:18:11:03","aussi.","1"
"01:18:11:06","01:18:11:11","Plus","1"
"01:18:11:11","01:18:11:20","rien","1"
"01:18:11:20","01:18:12:06","ne pourra","1"
"01:18:12:06","01:18:12:20","arrêter","1"
"01:18:12:20","01:18:12:23","le","1"
"01:18:12:23","01:18:14:04","drone,","1"
"01:18:15:03","01:18:15:10","plus","1"
"01:18:15:10","01:18:16:15","rien.","1"
"01:18:23:17","01:18:24:22","Ou","1"
"01:18:27:21","01:18:29:02","rien.","1"
"01:18:30:00","01:18:30:06","Ou est","1"
"01:18:30:06","01:18:31:10","rien ?","1"
"01:19:06:15","01:19:07:20","Marie","1"
"01:19:08:17","01:19:09:04","Oui.","1"
"01:19:09:04","01:19:09:20","Finissons","1"
"01:19:09:20","01:19:10:00","en","1"
"01:19:10:00","01:19:10:09","Bintou","1"
"01:19:10:09","01:19:11:14","riz.","1"
"01:19:21:13","01:19:22:18","Car","1"
"01:19:33:22","01:19:35:02","elle","1"
"01:19:37:05","01:19:38:10","a.","1"
"01:19:45:10","01:19:45:18","Elle ne","1"
"01:19:45:18","01:19:46:02","peut pas","1"
"01:19:46:02","01:19:46:06","nous","1"
"01:19:46:06","01:19:47:08","voir.","1"
"01:19:47:08","01:19:47:18","Raya est","1"
"01:19:47:18","01:19:48:10","complètement","1"
"01:19:48:10","01:19:48:23","aveuglée","1"
"01:19:48:23","01:19:50:04","par la colère.","1"
"01:19:51:20","01:19:52:08","Le pouvoir","1"
"01:19:52:08","01:19:52:11","des","1"
"01:19:52:11","01:19:52:16","pierres,","1"
"01:19:52:16","01:19:52:21","c'est","1"
"01:19:52:21","01:19:54:01","toi.","1"
"01:19:55:18","01:19:55:22","Tous","1"
"01:19:55:22","01:19:56:05","ces gens","1"
"01:19:56:05","01:19:56:12","seront.","1"
"01:19:56:12","01:19:56:23","Dévorés","1"
"01:19:56:23","01:19:57:03","par","1"
"01:19:57:03","01:19:57:13","le drone","1"
"01:19:57:13","01:19:57:16","si","1"
"01:19:57:16","01:19:57:22","on fait","1"
"01:19:57:22","01:19:59:02","rien.","1"
"01:20:01:20","01:20:03:00","Venez !","1"
"01:20:03:03","01:20:03:10","Ayez","1"
"01:20:03:10","01:20:03:20","confiance.","1"
"01:20:03:20","01:20:04:10","Tout se passera","1"
"01:20:04:10","01:20:05:09","bien.","1"
"01:20:05:09","01:20:05:12","C'est","1"
"01:20:05:12","01:20:06:10","pas ça.","1"
"01:20:06:10","01:20:06:18","Le drone","1"
"01:20:06:18","01:20:07:00","vient","1"
"01:20:07:00","01:20:07:11","enfin","1"
"01:20:07:11","01:20:08:13","de mon.","1"
"01:20:08:13","01:20:09:18","On y pense.","1"
"01:20:10:17","01:20:10:23","Tout","1"
"01:20:10:23","01:20:11:08","le monde","1"
"01:20:11:08","01:20:12:00","à bord","1"
"01:20:12:00","01:20:13:05","et là.","1"
"01:20:17:07","01:20:18:12","Tam tam,","1"
"01:20:18:12","01:20:19:15","tam,","1"
"01:20:19:15","01:20:21:01","tam, tam","1"
"01:20:22:05","01:20:23:10","apparaît.","1"
"01:20:24:15","01:20:24:17","Vous","1"
"01:20:24:17","01:20:25:03","regarde,","1"
"01:20:25:03","01:20:25:12","fier,","1"
"01:20:25:12","01:20:26:07","Courez,","1"
"01:20:26:07","01:20:26:10","ne","1"
"01:20:26:10","01:20:26:22","vous arrêtez","1"
